objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
4965,145,107,151.99,103.96
5789,146,115,155.39,108.867
5621,140,97,151.978,105.57
5281,140,92,149.369,98.5145
5687,141,94,153.556,106.678
6293,141,106,147.226,99.6496
5765,145,102,152.371,102.61
6054,138,101,147.913,101.547
4497,139,83,152.669,97.6507
6792,142,109,147.762,100.944
5394,140,90,151.685,101.668
6022,141,112,148.732,104.343
6672,145,111,153.509,109.372
5527,142,99,147.578,97.0541
5490,140,109,148.69,102.499
4928,143,94,153.515,101.542
5985,141,105,151.425,103.677
5230,143,102,151.27,101.319
5718,144,103,151.682,102.42
6133,142,99,153.566,106.93
6537,137,96,148.247,103.811
6089,135,84,147.824,99.6186
5909,139,107,145.347,97.6727
5795,144,101,152.379,104.903
6094,142,99,148.319,100.802
6528,140,104,148.501,102.194
6557,143,110,149.708,103.981
5951,139,87,150.358,100.687
5157,143,105,151.635,103.609
6017,138,101,147.862,100.578
4028,142,96,151.006,97.3243
5090,140,98,149.38,101.687
5170,145,104,152.839,100.559
5432,136,87,148.219,99.6416
5254,142,94,150.971,101.208
5925,141,96,150.764,100.292
5954,141,96,149.713,102.643
6038,143,101,152.036,105.026
4869,141,104,151.472,100.698
5452,141,92,153.649,105.819
5103,146,104,153.614,103.867
5123,143,105,151.767,103.443
5774,144,102,148.771,99.8288
7054,142,104,148.797,102.186
6141,143,100,149.7,100.864
5770,138,102,146.453,102.827
6965,147,127,151.51,107.149
5230,140,104,149.538,103.826
7259,138,104,145.909,102.487
5532,140,90,150.216,98.999
5674,140,100,152.115,104.586
5436,141,84,151.684,97.7457
6856,145,117,148.827,103.632
5253,142,106,150.677,102.992
3887,144,93,153.333,96.5926
5023,141,95,151.892,101.174
6318,142,98,151.053,103.868
6040,143,112,148.775,102.975
6173,140,96,149.084,99.5355
5346,137,90,146.31,94.5656
6613,139,92,150.309,105.811
6614,145,105,150.035,104.264
6178,139,99,145.85,100.536
5236,142,96,152.641,103.6
5995,139,102,151.266,105.901
